Data,Loja,Cliente,Valor,Forma de Pagamento,Tipo,Produtos Vendidos,Categoria,Status,Data Pagamento,RecorrenciaID,TransacaoPaiID,TransactionID
2025-09-17,Doce&bella,venda,75.0,PIX,Entrada,,,Realizada,2025-09-17,,,74aad2a4-2b1a-48d6-9a99-304fd468803a
2025-09-17,Doce&bella,venda,30.0,PIX,Entrada,,,Realizada,2025-09-17,,,d6996b21-9d0b-4893-a1ff-e428dcb47b71
2025-09-19,Doce&bella,venda,30.0,PIX,Entrada,,,Realizada,2025-09-19,,,7b3a4925-7ec5-4897-9254-052861e4cfec
2025-09-19,Doce&bella,venda,55.0,PIX,Entrada,,,Realizada,2025-09-19,,,46752602-9098-4859-b291-79e311d50991
2025-09-20,Doce&bella,venda,50.0,PIX,Entrada,,,Realizada,2025-09-20,,,a8344c5f-237e-4480-a3b2-436f789d6489
2025-09-23,Doce&bella,venda,80.0,PIX,Entrada,,,Realizada,2025-09-23,,,877c6be2-7182-4830-924f-71bd473920ac
2025-09-23,Doce&bella,venda,20.0,PIX,Entrada,,,Realizada,2025-09-23,,,89658a1b-9419-478c-811f-15eaecc373e7
2025-09-23,Doce&bella,venda,36.0,PIX,Entrada,,,Realizada,2025-09-23,,,f7856dc4-43f4-47ba-9616-b465ce0bf3bd
2025-09-24,Doce&bella,venda,39.9,PIX,Entrada,,,Realizada,2025-09-24,,,032ac67b-a7ff-478a-8da3-81fc57203a4b
2025-09-24,Fotografia,entrada,50.0,PIX,Entrada,,,Realizada,2025-09-24,,,5dd3f4e1-3916-41ac-b875-8e785474d9c4
2025-09-25,Fotografia,entrada,50.0,PIX,Entrada,,,Realizada,2025-09-25,,,51d6b391-ad8a-4767-b7cd-f07eb9bf95a9
2025-09-25,Doce&bella,venda,52.0,PIX,Entrada,,,Realizada,2025-09-25,,,b5a0a39a-60a8-4dbf-b95a-230b88649331
2025-09-26,Doce&bella,venda,15.0,PIX,Entrada,,,Realizada,2025-09-26,,,8a47cbe0-baea-4a60-bb07-5103bac6cb2e
2025-09-26,Doce&bella,venda,15.0,PIX,Entrada,,,Realizada,2025-09-26,,,d15ee5b0-a0ed-4f20-a72e-67b486050b96
2025-09-27,Doce&bella,venda,25.9,PIX,Entrada,,,Realizada,2025-09-27,,,748ee653-ce28-438c-bce9-466083ec91ec
2025-09-29,Doce&bella,debora,90.0,PIX,Entrada,,,Realizada,2025-09-29,,,75010bc9-8c21-4112-8d77-0ffe85df3b1c
2025-09-22,Doce&bella,compra de produtos,-655.5,PIX,Saída,,Não Categorizado,Realizada,2025-09-22,,,1fb4d700-4faf-48fe-86df-1903672148c3
2025-09-30,Doce&bella,Compra de produtos (Parc. 1/5),-77.87,Pendente,Saída,,Não Categorizado,Pendente,2025-12-21,12e5ccd904,,81507d6e-88ab-4bee-988d-a2083211179a
2025-09-30,Doce&bella,Compra de produtos (Parc. 2/5),-77.87,Pendente,Saída,,Não Categorizado,Pendente,2026-01-21,12e5ccd904,,8a532a9a-207d-4cfc-9656-929902ccfa5f
2025-09-30,Doce&bella,Compra de produtos (Parc. 3/5),-77.87,Pendente,Saída,,Não Categorizado,Pendente,2026-02-21,12e5ccd904,,ca2d9ccc-c814-483e-afdd-cdcb97176a23
2025-09-30,Doce&bella,Compra de produtos (Parc. 4/5),-77.87,Pendente,Saída,,Não Categorizado,Pendente,2026-03-21,12e5ccd904,,40743944-97c0-4519-b37e-cf5c6692e4bf
2025-09-30,Doce&bella,Compra de produtos (Parc. 5/5),-77.87,Pendente,Saída,,Não Categorizado,Pendente,2026-04-21,12e5ccd904,,a6d62f2b-4ddd-4d66-a09a-e71aade374fe
2025-09-30,Doce&bella,Tininha,70.0,PIX,Entrada,,,Realizada,2025-09-30,,,9f590592-2e44-494f-85e0-ea10ec7556cb
2025-09-30,Doce&bella,Andriele,16.9,PIX,Entrada,,,Realizada,2025-09-30,,,7254cc35-9e04-48bd-912d-f7a99542e814
2025-09-30,Doce&bella,Jenifer,30.0,PIX,Entrada,,,Realizada,2025-09-30,,,f1658935-e633-43f4-9dbb-87090612e8eb
2025-09-12,Doce&bella,Mae,56.0,Pendente,Entrada,,,Pendente,,,,9c38b0d9-ac83-4d70-bc7d-4b339e9e9954
2025-09-28,Doce&bella,venda,20.0,PIX,Entrada,,,Realizada,2025-09-28,,,8a6e38ed-9a4f-409c-97a2-4bdc5c1205bb
2025-09-28,Doce&bella,lais,55.0,PIX,Entrada,,,Realizada,2025-09-28,,,8dba257c-ca0f-4431-ad31-78fee8b9a272
2025-09-28,Doce&bella,venda,35.0,PIX,Entrada,,,Realizada,2025-09-28,,,2dd7cc6c-78dc-4a73-9906-c8b8958d7b8b
2025-09-25,Doce&bella,compra de produtos,-614.4,PIX,Saída,,Fornecedores/Matéria Prima,Realizada,2025-09-25,,,f489477a-7781-4d15-9f20-c544697e118d
2025-09-30,Doce&bella,Compra de produtos ,-243.49,PIX,Saída,,Fornecedores/Matéria Prima,Realizada,2025-09-30,,,69e42a85-c76a-4f0a-b19c-e021362f8b33
2025-09-30,Doce&bella,Mara,30.0,PIX,Entrada,"[{""Produto_ID"": """", ""Produto"": ""Creme nivea"", ""Quantidade"": 1.0, ""Pre\u00e7o Unit\u00e1rio"": 30.0, ""Custo Unit\u00e1rio"": 0.0}]",,Realizada,2025-09-30,,,21a8c3c8-f65f-4400-829d-2216eb419e19
2025-09-16,Doce&bella,venda,25.0,PIX,Entrada,,,Realizada,2025-09-16,,,d2e5b2aa-3ff3-49cf-a8c8-e10bae48942c
2025-09-30,Doce&bella,Compra de produtos ,-88.7,PIX,Saída,,Fornecedores/Matéria Prima,Realizada,2025-09-30,,,0922d290-717a-44d6-a21b-d293ebb90010
2025-09-30,Doce&bella,,-33.89,PIX,Saída,,Fornecedores/Matéria Prima,Realizada,2025-09-30,,,18e0fff5-e534-417e-864b-5be8609959b0
2025-09-17,Doce&bella,,-259.29,PIX,Saída,,Outro: correção,Realizada,2025-09-17,,,c397a117-98e7-45b0-a1be-1bbf1c6f9304
